Date,State,TotalSamples,Negative,Positive
2020-06-03,Himachal Pradesh,41351.0,40621,359.0
2020-06-04,Himachal Pradesh,42703.0,42081,383.0
2020-06-05,Himachal Pradesh,43688.0,43149,393.0
2020-06-06,Himachal Pradesh,44509.0,43942,400.0
2020-06-07,Himachal Pradesh,45888.0,45254,411.0
2020-06-08,Himachal Pradesh,46416.0,45956,421.0
2020-06-09,Himachal Pradesh,47655.0,46541,437.0
2020-06-10,Himachal Pradesh,48922.0,48123,451.0
2020-06-11,Himachal Pradesh,50222.0,49465,470.0
2020-06-12,Himachal Pradesh,51420.0,50793,486.0
2020-06-13,Himachal Pradesh,52737.0,51106,493.0
2020-06-14,Himachal Pradesh,53946.0,53301,518.0
2020-06-15,Himachal Pradesh,54484.0,53923,556.0
2020-06-16,Himachal Pradesh,56106.0,55333,560.0
2020-06-17,Himachal Pradesh,57479.0,56861,585.0
2020-06-18,Himachal Pradesh,59214.0,58063,595.0
2020-06-19,Himachal Pradesh,60814.0,59675,627.0
2020-06-20,Himachal Pradesh,62580.0,61662,656.0
2020-06-21,Himachal Pradesh,64338.0,62882,673.0
2020-06-22,Himachal Pradesh,65189.0,64324,727.0
2020-06-23,Himachal Pradesh,67020.0,65803,775.0
2020-06-24,Himachal Pradesh,68899.0,67420,806.0
2020-06-25,Himachal Pradesh,71078.0,69917,839.0
2020-06-26,Himachal Pradesh,72688.0,71426,864.0
2020-06-27,Himachal Pradesh,74764.0,73722,894.0
2020-06-28,Himachal Pradesh,76556.0,75285,916.0
2020-06-29,Himachal Pradesh,77384.0,76413,942.0
2020-06-30,Himachal Pradesh,79499.0,78335,953.0
2020-07-01,Himachal Pradesh,81516.0,80387,979.0
2020-07-02,Himachal Pradesh,83553.0,82435,1014.0
2020-07-03,Himachal Pradesh,85116.0,83959,1033.0
2020-07-04,Himachal Pradesh,87019.0,85953,1046.0
2020-07-05,Himachal Pradesh,88459.0,87369,1063.0
2020-07-06,Himachal Pradesh,89305.0,88223,1077.0
2020-07-07,Himachal Pradesh,91175.0,89803,1083.0
2020-07-08,Himachal Pradesh,93018.0,91736,1101.0
2020-07-09,Himachal Pradesh,94720.0,93132,1140.0
2020-07-10,Himachal Pradesh,96268.0,95037,1171.0
2020-07-11,Himachal Pradesh,98367.0,97104,1182.0
2020-07-12,Himachal Pradesh,100315.0,98802,1213.0
2020-07-13,Himachal Pradesh,101200.0,99695,1243.0
2020-07-14,Himachal Pradesh,103521.0,101677,1309.0
2020-07-15,Himachal Pradesh,105734.0,103730,1341.0
2020-07-16,Himachal Pradesh,108157.0,106280,1377.0
2020-07-17,Himachal Pradesh,110585.0,108954,1417.0
2020-07-18,Himachal Pradesh,113129.0,111393,1457.0
2020-07-19,Himachal Pradesh,115298.0,113621,1521.0
2020-07-20,Himachal Pradesh,116795.0,115063,1631.0
2020-07-21,Himachal Pradesh,119220.0,116963,1664.0
2020-07-22,Himachal Pradesh,121688.0,119350,1725.0
2020-07-23,Himachal Pradesh,124683.0,121543,1834.0
2020-07-24,Himachal Pradesh,127555.0,124568,1954.0
2020-07-25,Himachal Pradesh,130253.0,127436,2049.0
2020-07-26,Himachal Pradesh,132703.0,129501,2176.0
2020-07-27,Himachal Pradesh,134606.0,131862,2270.0
2020-07-28,Himachal Pradesh,137251.0,134209,2330.0
2020-07-29,Himachal Pradesh,139955.0,136536,2403.0
2020-07-30,Himachal Pradesh,142618.0,138881,2506.0
2020-07-31,Himachal Pradesh,145154.0,141682,2564.0
2020-08-01,Himachal Pradesh,147997.0,144814,2634.0
2020-08-02,Himachal Pradesh,150186.0,146514,2703.0
2020-08-03,Himachal Pradesh,151574.0,148206,2818.0
2020-08-04,Himachal Pradesh,152958.0,149644,2879.0
2020-08-05,Himachal Pradesh,156104.0,151154,2916.0
2020-08-06,Himachal Pradesh,158537.0,154295,3047.0
2020-08-07,Himachal Pradesh,161232.0,156956,3150.0
2020-08-08,Himachal Pradesh,163395.0,159325,3264.0
2020-08-09,Himachal Pradesh,165496.0,161538,3371.0
2020-08-10,Himachal Pradesh,166469.0,162567,3463.0
2020-08-11,Himachal Pradesh,168843.0,164436,3497.0
2020-08-12,Himachal Pradesh,171538.0,166391,3636.0
2020-08-13,Himachal Pradesh,172985.0,168454,3816.0
2020-08-14,Himachal Pradesh,175666.0,170882,3874.0
2020-08-15,Himachal Pradesh,178075.0,173077,3993.0
2020-08-16,Himachal Pradesh,179024.0,174580,
2020-08-17,Himachal Pradesh,180357.0,176001,
2020-08-18,Himachal Pradesh,183224.0,177766,
2020-08-19,Himachal Pradesh,185707.0,180434,
2020-08-20,Himachal Pradesh,188344.0,182586,
2020-08-21,Himachal Pradesh,190476.0,185126,
2020-08-22,Himachal Pradesh,192580.0,187102,
2020-08-23,Himachal Pradesh,194380.0,189124,
2020-08-24,Himachal Pradesh,195581.0,190387,
2020-08-25,Himachal Pradesh,198010.0,192044,
2020-08-26,Himachal Pradesh,203825.0,197946,
2020-08-27,Himachal Pradesh,206308.0,200328,
2020-08-28,Himachal Pradesh,208609.0,202471,
2020-08-29,Himachal Pradesh,211028.0,204435,
2020-08-30,Himachal Pradesh,213104.0,206192,
2020-08-31,Himachal Pradesh,214182.0,207603,
2020-09-01,Himachal Pradesh,216608.0,209040,
2020-09-02,Himachal Pradesh,218920.0,211721,
2020-09-03,Himachal Pradesh,221268.0,213781,
2020-09-04,Himachal Pradesh,223383.0,215703,
2020-09-05,Himachal Pradesh,226268.0,217745,
2020-09-06,Himachal Pradesh,228691.0,220203,
2020-09-07,Himachal Pradesh,229966.0,221885,
2020-09-08,Himachal Pradesh,232712.0,223719,
2020-09-09,Himachal Pradesh,235624.0,226301,
2020-09-10,Himachal Pradesh,238427.0,228464,
2020-09-11,Himachal Pradesh,241745.0,231074,
2020-09-12,Himachal Pradesh,244213.0,233647,
2020-09-13,Himachal Pradesh,246579.0,235597,
2020-09-14,Himachal Pradesh,248437.0,237584,
2020-09-15,Himachal Pradesh,251569.0,239548,
2020-09-16,Himachal Pradesh,255031.0,242110,
2020-09-17,Himachal Pradesh,257378.0,244628,
2020-09-18,Himachal Pradesh,261117.0,248456,
2020-09-19,Himachal Pradesh,263580.0,250628,
2020-09-20,Himachal Pradesh,266012.0,252661,
2020-09-21,Himachal Pradesh,268015.0,255109,
2020-09-22,Himachal Pradesh,271449.0,258007,
2020-09-23,Himachal Pradesh,273805.0,260390,
2020-09-24,Himachal Pradesh,276833.0,263188,
2020-09-25,Himachal Pradesh,280048.0,266110,
2020-09-26,Himachal Pradesh,283642.0,269161,
2020-09-27,Himachal Pradesh,285451.0,271004,
2020-09-28,Himachal Pradesh,289165.0,274379,
2020-09-29,Himachal Pradesh,292895.0,277852,
2020-09-30,Himachal Pradesh,295907.0,280632,
2020-10-01,Himachal Pradesh,299179.0,283721,
2020-10-02,Himachal Pradesh,301325.0,285612,
2020-10-03,Himachal Pradesh,303927.0,288189,
2020-10-04,Himachal Pradesh,305971.0,289952,
2020-10-05,Himachal Pradesh,308152.0,292092,
2020-10-06,Himachal Pradesh,311773.0,295234,
2020-10-07,Himachal Pradesh,314347.0,297648,
2020-10-08,Himachal Pradesh,316865.0,299934,
2020-10-09,Himachal Pradesh,319667.0,302581,
2020-10-10,Himachal Pradesh,322427.0,305053,
2020-10-11,Himachal Pradesh,324507.0,306967,
2020-10-12,Himachal Pradesh,326654.0,308962,
2020-10-13,Himachal Pradesh,329973.0,311834,
2020-10-14,Himachal Pradesh,333134.0,314946,
2020-10-15,Himachal Pradesh,336756.0,318275,
2020-10-16,Himachal Pradesh,340119.0,321400,
2020-10-17,Himachal Pradesh,343186.0,324168,
2020-10-18,Himachal Pradesh,345263.0,326193,
2020-10-19,Himachal Pradesh,347411.0,328251,
2020-10-20,Himachal Pradesh,351141.0,331538,
2020-10-21,Himachal Pradesh,354396.0,334657,
2020-10-22,Himachal Pradesh,357860.0,337924,
2020-10-23,Himachal Pradesh,361941.0,341569,
2020-10-24,Himachal Pradesh,365838.0,345469,
2020-10-25,Himachal Pradesh,368371.0,347724,
2020-10-26,Himachal Pradesh,371107.0,350427,
2020-10-27,Himachal Pradesh,375778.0,354522,
2020-10-28,Himachal Pradesh,380415.0,359074,
2020-10-29,Himachal Pradesh,384964.0,363305,
2020-10-30,Himachal Pradesh,389348.0,367221,
2020-10-31,Himachal Pradesh,393502.0,370735,
2020-11-01,Himachal Pradesh,396111.0,372773,
2020-11-02,Himachal Pradesh,399449.0,376315,
2020-11-03,Himachal Pradesh,404958.0,381096,
2020-11-04,Himachal Pradesh,410798.0,385375,
2020-11-05,Himachal Pradesh,413948.0,388804,
2020-11-06,Himachal Pradesh,420648.0,393854,
2020-11-07,Himachal Pradesh,426084.0,398465,
2020-11-08,Himachal Pradesh,431572.0,402130,
2020-11-09,Himachal Pradesh,435604.0,406871,
2020-11-10,Himachal Pradesh,441200.0,411724,
2020-11-11,Himachal Pradesh,446752.0,416399,
2020-11-12,Himachal Pradesh,451647.0,421313,
2020-11-13,Himachal Pradesh,455806.0,425154,
2020-11-14,Himachal Pradesh,457668.0,427871,
2020-11-15,Himachal Pradesh,458629.0,428778,
2020-11-16,Himachal Pradesh,461131.0,430905,
2020-11-17,Himachal Pradesh,465116.0,434016,
2020-11-18,Himachal Pradesh,470540.0,438541,
2020-11-19,Himachal Pradesh,475263.0,442423,
2020-11-20,Himachal Pradesh,479285.0,445751,
2020-11-21,Himachal Pradesh,485095.0,450485,
2020-11-22,Himachal Pradesh,487736.0,452851,
2020-11-23,Himachal Pradesh,490994.0,455796,
2020-11-24,Himachal Pradesh,497066.0,460548,
2020-11-25,Himachal Pradesh,502357.0,464816,
2020-11-26,Himachal Pradesh,508837.0,470456,
2020-11-27,Himachal Pradesh,515434.0,476039,
2020-11-28,Himachal Pradesh,520785.0,480770,
2020-11-29,Himachal Pradesh,525941.0,485245,
2020-11-30,Himachal Pradesh,529355.0,488217,
2020-12-01,Himachal Pradesh,534894.0,493056,
2020-12-02,Himachal Pradesh,543120.0,499173,
2020-12-03,Himachal Pradesh,551239.0,506872,
2020-12-04,Himachal Pradesh,558531.0,513862,
2020-12-05,Himachal Pradesh,566956.0,521359,
2020-12-06,Himachal Pradesh,571177.0,524614,
2020-12-07,Himachal Pradesh,577386.0,531451,
2020-12-08,Himachal Pradesh,584624.0,536467,
2020-12-09,Himachal Pradesh,591912.0,543477,
2020-12-10,Himachal Pradesh,598201.0,549153,
2020-12-11,Himachal Pradesh,605492.0,555894,
2020-12-12,Himachal Pradesh,611569.0,561534,
2020-12-13,Himachal Pradesh,616101.0,566284,
2020-12-14,Himachal Pradesh,622318.0,571623,
2020-12-15,Himachal Pradesh,631549.0,580001,
2020-12-16,Himachal Pradesh,640502.0,588380,
2020-12-17,Himachal Pradesh,649519.0,596143,
2020-12-18,Himachal Pradesh,658733.0,605809,
2020-12-19,Himachal Pradesh,667510.0,613901,
2020-12-20,Himachal Pradesh,674626.0,621047,
2020-12-21,Himachal Pradesh,682152.0,628904,
2020-12-22,Himachal Pradesh,693244.0,638988,
2020-12-23,Himachal Pradesh,704032.0,648532,
2020-12-24,Himachal Pradesh,714560.0,657956,
2020-12-25,Himachal Pradesh,722290.0,666858,
2020-12-26,Himachal Pradesh,730190.0,674977,
2020-12-27,Himachal Pradesh,736376.0,681021,
2020-12-28,Himachal Pradesh,743724.0,688568,
2020-12-29,Himachal Pradesh,752545.0,696847,
2020-12-30,Himachal Pradesh,761753.0,705537,
2020-12-31,Himachal Pradesh,772021.0,715032,
2021-01-01,Himachal Pradesh,780439.0,724060,
2021-01-02,Himachal Pradesh,787707.0,732027,
2021-01-03,Himachal Pradesh,793172.0,737156,
2021-01-04,Himachal Pradesh,800643.0,744606,
2021-01-05,Himachal Pradesh,809088.0,753052,
2021-01-06,Himachal Pradesh,819909.0,761078,
2021-01-07,Himachal Pradesh,828582.0,771450,
2021-01-08,Himachal Pradesh,837932.0,779389,
2021-01-09,Himachal Pradesh,845767.0,787445,
2021-01-10,Himachal Pradesh,849866.0,793080,
2021-01-11,Himachal Pradesh,853916.0,797219,
2021-01-12,Himachal Pradesh,859688.0,802973,
2021-01-13,Himachal Pradesh,866082.0,809214,
2021-01-14,Himachal Pradesh,870733.0,813854,
2021-01-15,Himachal Pradesh,875389.0,818496,
2021-01-16,Himachal Pradesh,881083.0,824025,
2021-01-17,Himachal Pradesh,883146.0,826167,
2021-01-18,Himachal Pradesh,886122.0,829125,
2021-01-19,Himachal Pradesh,889805.0,832720,
2021-01-20,Himachal Pradesh,893797.0,836672,
2021-01-21,Himachal Pradesh,897538.0,840391,
2021-01-22,Himachal Pradesh,901112.0,843940,
2021-01-23,Himachal Pradesh,904865.0,847640,
2021-01-24,Himachal Pradesh,907293.0,849791,
2021-01-25,Himachal Pradesh,909300.0,852034,
2021-01-26,Himachal Pradesh,911204.0,853924,
2021-01-27,Himachal Pradesh,914316.0,856934,
2021-01-28,Himachal Pradesh,918838.0,861441,
2021-01-29,Himachal Pradesh,923426.0,865963,
2021-01-30,Himachal Pradesh,928519.0,870998,
2021-01-31,Himachal Pradesh,931400.0,873809,
2021-02-01,Himachal Pradesh,935674.0,877977,
2021-02-02,Himachal Pradesh,941382.0,883765,
2021-02-03,Himachal Pradesh,945901.0,888235,
2021-02-04,Himachal Pradesh,952997.0,895242,
2021-02-05,Himachal Pradesh,959153.0,901112,
2021-02-06,Himachal Pradesh,965756.0,907774,
2021-02-07,Himachal Pradesh,968162.0,910259,
2021-02-08,Himachal Pradesh,968691.0,910672,
2021-02-09,Himachal Pradesh,980380.0,922199,
2021-02-10,Himachal Pradesh,987583.0,929477,
2021-02-11,Himachal Pradesh,994599.0,936474,
2021-02-12,Himachal Pradesh,1003062.0,944647,
2021-02-13,Himachal Pradesh,1010862.0,952567,
2021-02-14,Himachal Pradesh,1014237.0,955942,
2021-02-15,Himachal Pradesh,1019339.0,961087,
2021-02-16,Himachal Pradesh,1025466.0,967097,
2021-02-17,Himachal Pradesh,1032535.0,973971,
2021-02-18,Himachal Pradesh,1040755.0,981904,
2021-02-19,Himachal Pradesh,1048130.0,989562,
2021-02-20,Himachal Pradesh,1055772.0,997006,
2021-02-21,Himachal Pradesh,1059214.0,1000814,
2021-02-22,Himachal Pradesh,1063922.0,1005504,
2021-02-23,Himachal Pradesh,1070823.0,1012001,
2021-02-24,Himachal Pradesh,1077196.0,1018691,
2021-02-25,Himachal Pradesh,1082828.0,1024300,
2021-02-26,Himachal Pradesh,1090011.0,1031330,
2021-02-27,Himachal Pradesh,1093715.0,1035009,
2021-02-28,Himachal Pradesh,1094709.0,1036024,
2021-03-01,Himachal Pradesh,1099742.0,1040965,
2021-03-02,Himachal Pradesh,1106000.0,1046870,
2021-03-03,Himachal Pradesh,1112759.0,1053744,
2021-03-04,Himachal Pradesh,1119343.0,1060168,
2021-03-05,Himachal Pradesh,1123786.0,1064350,
2021-03-06,Himachal Pradesh,1129177.0,1069559,
2021-03-07,Himachal Pradesh,1131166.0,1071886,
2021-03-08,Himachal Pradesh,1135122.0,1075841,
2021-03-09,Himachal Pradesh,1139563.0,1079714,
2021-03-10,Himachal Pradesh,1143960.0,1084499,
2021-03-11,Himachal Pradesh,1146871.0,1087270,
2021-03-12,Himachal Pradesh,1149732.0,1090202,
2021-03-13,Himachal Pradesh,1154369.0,1094278,
2021-03-14,Himachal Pradesh,1156208.0,1096491,
2021-03-15,Himachal Pradesh,1161506.0,1101551,
2021-03-16,Himachal Pradesh,1168225.0,1107558,
2021-03-17,Himachal Pradesh,1176320.0,1115763,
2021-03-18,Himachal Pradesh,1184160.0,1123626,
2021-03-19,Himachal Pradesh,1189809.0,1128992,
2021-03-20,Himachal Pradesh,1195423.0,1134135,
2021-03-21,Himachal Pradesh,1200601.0,1138056,
2021-03-22,Himachal Pradesh,1204942.0,1143700,
2021-03-23,Himachal Pradesh,1211071.0,1149102,
2021-03-24,Himachal Pradesh,1216320.0,1154148,
2021-03-25,Himachal Pradesh,1223757.0,1160420,
2021-03-26,Himachal Pradesh,1231455.0,1168409,
2021-03-27,Himachal Pradesh,1240468.0,1177050,
2021-03-28,Himachal Pradesh,1244992.0,1181493,
2021-03-29,Himachal Pradesh,1247696.0,1184425,
2021-03-30,Himachal Pradesh,1253169.0,1189618,
2021-03-31,Himachal Pradesh,1260512.0,1195648,
2021-04-01,Himachal Pradesh,1267715.0,1201837,
2021-04-02,Himachal Pradesh,1272632.0,1207524,
2021-04-03,Himachal Pradesh,1278357.0,1212460,
2021-04-04,Himachal Pradesh,1282170.0,1215180,
2021-04-05,Himachal Pradesh,1286940.0,1220895,
2021-04-06,Himachal Pradesh,1294127.0,1226061,
2021-04-07,Himachal Pradesh,1301527.0,1232798,
2021-04-08,Himachal Pradesh,1309967.0,1240512,
2021-04-09,Himachal Pradesh,1318463.0,1244607,
2021-04-10,Himachal Pradesh,1327078.0,1255488,
2021-04-11,Himachal Pradesh,1332264.0,1260392,
2021-04-12,Himachal Pradesh,1338611.0,1267270,
2021-04-13,Himachal Pradesh,1347341.0,,
2021-04-14,Himachal Pradesh,1354979.0,1279298,
2021-04-15,Himachal Pradesh,1360794.0,1285303,
2021-04-16,Himachal Pradesh,1367183.0,1291292,
2021-04-17,Himachal Pradesh,1378090.0,1299416,
2021-04-18,Himachal Pradesh,1386599.0,1304810,
2021-04-19,Himachal Pradesh,1392242.0,1312382,
2021-04-20,Himachal Pradesh,1401986.0,1318687,
2021-04-21,Himachal Pradesh,1411277.0,1325429,
2021-04-22,Himachal Pradesh,1419314.0,1334242,
2021-04-23,Himachal Pradesh,1429699.0,1340858,
2021-04-24,Himachal Pradesh,1440233.0,1349906,
2021-04-25,Himachal Pradesh,1447397.0,1354023,
2021-04-26,Himachal Pradesh,1456795.0,1361455,
2021-04-27,Himachal Pradesh,1467876.0,1369301,
2021-04-28,Himachal Pradesh,1482357.0,1380796,
2021-04-29,Himachal Pradesh,1497617.0,1392000,
2021-04-30,Himachal Pradesh,1509568.0,1398490,
2021-05-01,Himachal Pradesh,1521350.0,1408695,
2021-05-02,Himachal Pradesh,1531034.0,1416323,
2021-05-03,Himachal Pradesh,1539545.0,1424035,
2021-05-04,Himachal Pradesh,1555499.0,1436089,
2021-05-05,Himachal Pradesh,1571240.0,1446837,
2021-05-06,Himachal Pradesh,1590372.0,1459013,
2021-05-07,Himachal Pradesh,1605831.0,1470211,
2021-05-08,Himachal Pradesh,1624556.0,1484123,
2021-05-09,Himachal Pradesh,1633923.0,1491904,
2021-05-10,Himachal Pradesh,1645146.0,1502326,
2021-05-11,Himachal Pradesh,1662432.0,1514018,
2021-05-12,Himachal Pradesh,1679291.0,1527372,
2021-05-13,Himachal Pradesh,1696695.0,1540650,
2021-05-14,Himachal Pradesh,1708083.0,1549618,
2021-05-15,Himachal Pradesh,1723544.0,1562292,
2021-05-16,Himachal Pradesh,1733730.0,1569635,
2021-05-17,Himachal Pradesh,1747264.0,1581759,
2021-05-18,Himachal Pradesh,1763099.0,1592882,
2021-05-19,Himachal Pradesh,1777957.0,1605855,
2021-05-20,Himachal Pradesh,1792460.0,1616797,
2021-05-21,Himachal Pradesh,1806900.0,1629443,
2021-05-22,Himachal Pradesh,1822120.0,1642876,
2021-05-23,Himachal Pradesh,1829865.0,1648850,
2021-05-24,Himachal Pradesh,1841031.0,1659536,
2021-05-25,Himachal Pradesh,1856038.0,1670759,
2021-05-26,Himachal Pradesh,1864817.0,1678501,
2021-05-27,Himachal Pradesh,1875554.0,1688775,
2021-05-28,Himachal Pradesh,1888929.0,1699998,
2021-05-29,Himachal Pradesh,1902322.0,1711309,
2021-05-30,Himachal Pradesh,1910855.0,1720705,
2021-05-31,Himachal Pradesh,1922211.0,1731490,
2021-06-01,Himachal Pradesh,1935704.0,1743195,
2021-06-02,Himachal Pradesh,1950718.0,1756703,
2021-06-03,Himachal Pradesh,1966968.0,1772896,
2021-06-04,Himachal Pradesh,1986041.0,1791377,
2021-06-05,Himachal Pradesh,2005214.0,1809866,
2021-06-06,Himachal Pradesh,2017058.0,1820983,
2021-06-07,Himachal Pradesh,2035502.0,1839411,
2021-06-08,Himachal Pradesh,2057123.0,1859962,
2021-06-09,Himachal Pradesh,2079170.0,1881107,
2021-06-10,Himachal Pradesh,2101959.0,1903634,
2021-06-11,Himachal Pradesh,2123864.0,1925148,
2021-06-12,Himachal Pradesh,2144774.0,1943838,
2021-06-13,Himachal Pradesh,2159415.0,1958059,
2021-06-14,Himachal Pradesh,2178258.0,1979068,
2021-06-15,Himachal Pradesh,2201170.0,1999224,
2021-06-16,Himachal Pradesh,2219860.0,2017927,
2021-06-17,Himachal Pradesh,2243658.0,2043366,
2021-06-18,Himachal Pradesh,2267297.0,2066710,
2021-06-19,Himachal Pradesh,2287300.0,2086342,
2021-06-20,Himachal Pradesh,2298280.0,2097204,
2021-06-21,Himachal Pradesh,2314054.0,2113211,
2021-06-22,Himachal Pradesh,2332446.0,2131166,
2021-06-23,Himachal Pradesh,2349178.0,2147181,
2021-06-24,Himachal Pradesh,2360382.0,2158659,
2021-06-25,Himachal Pradesh,2374452.0,2172576,
2021-06-26,Himachal Pradesh,2389661.0,2187962,
2021-06-27,Himachal Pradesh,2398020.0,2196285,
2021-06-28,Himachal Pradesh,2410448.0,2208625,
2021-06-29,Himachal Pradesh,2425365.0,2222794,
2021-06-30,Himachal Pradesh,2438154.0,2235079,
2021-07-01,Himachal Pradesh,2451440.0,2248940,
2021-07-02,Himachal Pradesh,2463480.0,2261020,
2021-07-03,Himachal Pradesh,2476760.0,2273851,
2021-07-04,Himachal Pradesh,2483610.0,2280921,
2021-07-05,Himachal Pradesh,2496207.0,2293393,
2021-07-06,Himachal Pradesh,2512236.0,2309229,
2021-07-07,Himachal Pradesh,2528724.0,2325577,
2021-07-08,Himachal Pradesh,2543840.0,2340540,
2021-07-09,Himachal Pradesh,2545641.0,2341191,
2021-07-10,Himachal Pradesh,2572421.0,2368830,
2021-07-11,Himachal Pradesh,2574298.0,2369302,
2021-07-12,Himachal Pradesh,2591344.0,2387389,
2021-07-13,Himachal Pradesh,2605900.0,2402029,
2021-07-14,Himachal Pradesh,2620218.0,2415923,
2021-07-15,Himachal Pradesh,2633662.0,2428930,
2021-07-16,Himachal Pradesh,2648371.0,2444095,
2021-07-17,Himachal Pradesh,2662969.0,2458619,
2021-07-18,Himachal Pradesh,2668822.0,2464431,
2021-07-19,Himachal Pradesh,2680371.0,2475855,
2021-07-20,Himachal Pradesh,2694303.0,2489477,
2021-07-21,Himachal Pradesh,2701754.0,2497069,
2021-07-22,Himachal Pradesh,2716539.0,2511653,
2021-07-23,Himachal Pradesh,2732364.0,2527227,
2021-07-24,Himachal Pradesh,2747602.0,2541734,
2021-07-25,Himachal Pradesh,2753890.0,2548778,
2021-07-26,Himachal Pradesh,2766466.0,2561261,
2021-07-27,Himachal Pradesh,2780789.0,2575393,
2021-07-28,Himachal Pradesh,2795444.0,2588815,
2021-07-29,Himachal Pradesh,2807989.0,2601788,
2021-07-30,Himachal Pradesh,2821308.0,2615200,
2021-07-31,Himachal Pradesh,2834431.0,2627525,
2021-08-01,Himachal Pradesh,2840438.0,2634212,
2021-08-02,Himachal Pradesh,2850401.0,2643883,
2021-08-03,Himachal Pradesh,2864523.0,2657109,
2021-08-04,Himachal Pradesh,2878513.0,2671651,
2021-08-05,Himachal Pradesh,2893253.0,2686103,
2021-08-06,Himachal Pradesh,2907193.0,2699063,
2021-08-07,Himachal Pradesh,2922717.0,2714393,
2021-08-08,Himachal Pradesh,2929325.0,2721368,
2021-08-09,Himachal Pradesh,2942445.0,2733961,
2021-08-10,Himachal Pradesh,2961627.0,2752249,
