Date,State,TotalSamples,Negative,Positive
2020-07-22,Arunachal Pradesh,44986.0,42369,949.0
2020-07-23,Arunachal Pradesh,48880.0,46332,991.0
2020-07-24,Arunachal Pradesh,53335.0,51033,1056.0
2020-07-25,Arunachal Pradesh,57861.0,55574,1126.0
2020-07-26,Arunachal Pradesh,59558.0,57541,1158.0
2020-07-27,Arunachal Pradesh,63784.0,61629,1239.0
2020-07-28,Arunachal Pradesh,68034.0,65962,1330.0
2020-07-29,Arunachal Pradesh,72739.0,70551,1410.0
2020-07-30,Arunachal Pradesh,77630.0,75572,1484.0
2020-07-31,Arunachal Pradesh,81865.0,77637,1591.0
2020-08-01,Arunachal Pradesh,86288.0,81988,1673.0
2020-08-02,Arunachal Pradesh,89031.0,84700,1698.0
2020-08-03,Arunachal Pradesh,91227.0,86828,1758.0
2020-08-04,Arunachal Pradesh,93365.0,91127,1790.0
2020-08-05,Arunachal Pradesh,95983.0,91164,1855.0
2020-08-06,Arunachal Pradesh,98733.0,93684,1948.0
2020-08-07,Arunachal Pradesh,101947.0,96758,2049.0
2020-08-08,Arunachal Pradesh,104833.0,99460,2117.0
2020-08-09,Arunachal Pradesh,106792.0,101265,2155.0
2020-08-10,Arunachal Pradesh,109863.0,104171,2231.0
2020-08-11,Arunachal Pradesh,112689.0,106807,2327.0
2020-08-12,Arunachal Pradesh,115758.0,109794,
2020-08-13,Arunachal Pradesh,118882.0,112767,
2020-08-14,Arunachal Pradesh,121371.0,115112,2607.0
2020-08-15,Arunachal Pradesh,122854.0,116538,2658.0
2020-08-16,Arunachal Pradesh,124786.0,118381,
2020-08-17,Arunachal Pradesh,127286.0,120729,
2020-08-18,Arunachal Pradesh,130246.0,123408,
2020-08-19,Arunachal Pradesh,133048.0,126085,
2020-08-20,Arunachal Pradesh,136092.0,128762,
2020-08-21,Arunachal Pradesh,138913.0,131556,
2020-08-22,Arunachal Pradesh,141655.0,134121,
2020-08-23,Arunachal Pradesh,143626.0,135812,
2020-08-24,Arunachal Pradesh,146012.0,138059,
2020-08-25,Arunachal Pradesh,149273.0,141127,
2020-08-26,Arunachal Pradesh,152852.0,144556,
2020-08-27,Arunachal Pradesh,155750.0,147281,
2020-08-28,Arunachal Pradesh,158993.0,150209,
2020-08-29,Arunachal Pradesh,161525.0,152666,
2020-08-30,Arunachal Pradesh,164524.0,155425,
2020-08-31,Arunachal Pradesh,167615.0,158324,
2020-09-01,Arunachal Pradesh,170445.0,160911,
2020-09-02,Arunachal Pradesh,173469.0,163658,
2020-09-03,Arunachal Pradesh,177259.0,167280,
2020-09-04,Arunachal Pradesh,180372.0,170070,
2020-09-05,Arunachal Pradesh,183390.0,172829,
2020-09-06,Arunachal Pradesh,185322.0,174589,
2020-09-07,Arunachal Pradesh,188435.0,177394,
2020-09-08,Arunachal Pradesh,191632.0,180193,
2020-09-09,Arunachal Pradesh,194647.0,182937,
2020-09-10,Arunachal Pradesh,197711.0,185795,
2020-09-11,Arunachal Pradesh,201010.0,188857,
2020-09-12,Arunachal Pradesh,203356.0,191018,
2020-09-13,Arunachal Pradesh,205519.0,192960,
2020-09-14,Arunachal Pradesh,208164.0,195308,
2020-09-15,Arunachal Pradesh,210345.0,197252,
2020-09-16,Arunachal Pradesh,214292.0,200905,
2020-09-17,Arunachal Pradesh,216202.0,202540,
2020-09-18,Arunachal Pradesh,218285.0,204350,
2020-09-19,Arunachal Pradesh,220706.0,206425,
2020-09-20,Arunachal Pradesh,222429.0,207925,
2020-09-21,Arunachal Pradesh,225328.0,210458,
2020-09-22,Arunachal Pradesh,228242.0,213033,
2020-09-23,Arunachal Pradesh,231045.0,215460,
2020-09-24,Arunachal Pradesh,233456.0,216919,
2020-09-25,Arunachal Pradesh,235979.0,219655,
2020-09-26,Arunachal Pradesh,238223.0,221576,
2020-09-27,Arunachal Pradesh,239900.0,223119,
2020-09-28,Arunachal Pradesh,242948.0,225773,
2020-09-29,Arunachal Pradesh,245788.0,228315,
2020-09-30,Arunachal Pradesh,248439.0,230620,
2020-10-01,Arunachal Pradesh,250993.0,232867,
2020-10-02,Arunachal Pradesh,253413.0,234989,
2020-10-03,Arunachal Pradesh,255951.0,237222,
2020-10-04,Arunachal Pradesh,257972.0,239060,
2020-10-05,Arunachal Pradesh,261029.0,241750,
2020-10-06,Arunachal Pradesh,263242.0,243642,
2020-10-07,Arunachal Pradesh,265870.0,245963,
2020-10-08,Arunachal Pradesh,268286.0,248047,
2020-10-09,Arunachal Pradesh,271035.0,250405,
2020-10-10,Arunachal Pradesh,273441.0,252475,
2020-10-11,Arunachal Pradesh,275319.0,254145,
2020-10-12,Arunachal Pradesh,277171.0,255649,
2020-10-13,Arunachal Pradesh,279792.0,257940,
2020-10-14,Arunachal Pradesh,283856.0,261730,
2020-10-15,Arunachal Pradesh,286572.0,264114,
2020-10-17,Arunachal Pradesh,291875.0,268732,
2020-10-18,Arunachal Pradesh,293164.0,269846,
2020-10-19,Arunachal Pradesh,296135.0,272412,
2020-10-20,Arunachal Pradesh,298490.0,274506,
2020-10-21,Arunachal Pradesh,300977.0,276756,
2020-10-22,Arunachal Pradesh,303101.0,278550,
2020-10-23,Arunachal Pradesh,304526.0,279778,
2020-10-24,Arunachal Pradesh,305694.0,280771,
2020-10-25,Arunachal Pradesh,306694.0,281697,
2020-10-26,Arunachal Pradesh,308912.0,283634,
2020-10-27,Arunachal Pradesh,310668.0,285259,
2020-10-28,Arunachal Pradesh,312775.0,287150,
2020-10-29,Arunachal Pradesh,314749.0,289094,
2020-10-30,Arunachal Pradesh,316633.0,290828,
2020-10-31,Arunachal Pradesh,318479.0,292467,
2020-11-01,Arunachal Pradesh,319596.0,293500,
2020-11-02,Arunachal Pradesh,321688.0,295438,
2020-11-03,Arunachal Pradesh,324062.0,297660,
2020-11-04,Arunachal Pradesh,325823.0,299275,
2020-11-05,Arunachal Pradesh,327812.0,301137,
2020-11-06,Arunachal Pradesh,329760.0,302951,
2020-11-07,Arunachal Pradesh,331244.0,304308,
2020-11-08,Arunachal Pradesh,332402.0,305367,
2020-11-09,Arunachal Pradesh,334117.0,306990,
2020-11-10,Arunachal Pradesh,336558.0,309285,
2020-11-11,Arunachal Pradesh,338280.0,327363,
2020-11-12,Arunachal Pradesh,339487.0,311977,
2020-11-13,Arunachal Pradesh,341099.0,313459,
2020-11-14,Arunachal Pradesh,341928.0,314213,
2020-11-15,Arunachal Pradesh,342450.0,314677,
2020-11-16,Arunachal Pradesh,343791.0,315797,
2020-11-17,Arunachal Pradesh,345190.0,333989,
2020-11-18,Arunachal Pradesh,346532.0,318507,
2020-11-19,Arunachal Pradesh,347737.0,319640,
2020-11-20,Arunachal Pradesh,348960.0,320812,
2020-11-21,Arunachal Pradesh,350020.0,321808,
2020-11-22,Arunachal Pradesh,350713.0,322474,
2020-11-23,Arunachal Pradesh,351737.0,323427,
2020-11-24,Arunachal Pradesh,353201.0,324803,
2020-11-25,Arunachal Pradesh,354379.0,325921,
2020-11-26,Arunachal Pradesh,355611.0,327088,
2020-11-27,Arunachal Pradesh,356661.0,328110,
2020-11-28,Arunachal Pradesh,357695.0,329110,
2020-11-29,Arunachal Pradesh,358294.0,329702,
2020-11-30,Arunachal Pradesh,359123.0,330517,
2020-12-01,Arunachal Pradesh,360088.0,331468,
2020-12-02,Arunachal Pradesh,361250.0,332605,
2020-12-03,Arunachal Pradesh,362267.0,333591,
2020-12-04,Arunachal Pradesh,363062.0,334363,
2020-12-05,Arunachal Pradesh,363953.0,335236,
2020-12-06,Arunachal Pradesh,364420.0,335692,
2020-12-07,Arunachal Pradesh,365286.0,336535,
2020-12-08,Arunachal Pradesh,365935.0,337159,
2020-12-09,Arunachal Pradesh,366530.0,337727,
2020-12-10,Arunachal Pradesh,367306.0,338485,
2020-12-11,Arunachal Pradesh,367980.0,339141,
2020-12-12,Arunachal Pradesh,368526.0,339675,
2020-12-13,Arunachal Pradesh,368841.0,339985,
2020-12-14,Arunachal Pradesh,369540.0,340661,
2020-12-15,Arunachal Pradesh,370128.0,341231,
2020-12-16,Arunachal Pradesh,370756.0,341838,
2020-12-17,Arunachal Pradesh,371423.0,342475,
2020-12-18,Arunachal Pradesh,371936.0,342979,
2020-12-19,Arunachal Pradesh,372458.0,343483,
2020-12-20,Arunachal Pradesh,372693.0,343717,
2020-12-21,Arunachal Pradesh,373351.0,344351,
2020-12-22,Arunachal Pradesh,373734.0,344729,
2020-12-23,Arunachal Pradesh,374423.0,345406,
2020-12-24,Arunachal Pradesh,375058.0,346032,
2020-12-25,Arunachal Pradesh,375405.0,346379,
2020-12-26,Arunachal Pradesh,375766.0,346731,
2020-12-27,Arunachal Pradesh,376168.0,347131,
2020-12-28,Arunachal Pradesh,376568.0,347523,
2020-12-29,Arunachal Pradesh,377052.0,,
2020-12-30,Arunachal Pradesh,377725.0,348665,
2020-12-31,Arunachal Pradesh,378151.0,349083,
2021-01-01,Arunachal Pradesh,378364.0,,
2021-01-02,Arunachal Pradesh,378926.0,349850,
2021-01-03,Arunachal Pradesh,379261.0,350180,
2021-01-04,Arunachal Pradesh,379934.0,350884,
2021-01-05,Arunachal Pradesh,381014.0,351921,
2021-01-06,Arunachal Pradesh,381616.0,352513,
2021-01-07,Arunachal Pradesh,382096.0,352989,
2021-01-08,Arunachal Pradesh,382701.0,353587,
2021-01-09,Arunachal Pradesh,383065.0,353948,
2021-01-10,Arunachal Pradesh,383621.0,354499,
2021-01-11,Arunachal Pradesh,384038.0,354911,
2021-01-12,Arunachal Pradesh,384536.0,355404,
2021-01-13,Arunachal Pradesh,385299.0,356166,
2021-01-14,Arunachal Pradesh,386124.0,356976,
2021-01-15,Arunachal Pradesh,386656.0,,
2021-01-16,Arunachal Pradesh,387121.0,357963,
2021-01-17,Arunachal Pradesh,387291.0,358130,
2021-01-18,Arunachal Pradesh,387691.0,358529,
2021-01-19,Arunachal Pradesh,388013.0,358848,
2021-01-20,Arunachal Pradesh,388375.0,359210,
2021-01-21,Arunachal Pradesh,388696.0,359530,
2021-01-22,Arunachal Pradesh,389149.0,359982,
2021-01-23,Arunachal Pradesh,389553.0,,
2021-01-24,Arunachal Pradesh,389689.0,360519,
2021-01-25,Arunachal Pradesh,390074.0,360903,
2021-01-26,Arunachal Pradesh,390552.0,361080,
2021-01-27,Arunachal Pradesh,390926.0,,
2021-01-28,Arunachal Pradesh,391275.0,362097,
2021-01-29,Arunachal Pradesh,391822.0,,
2021-01-30,Arunachal Pradesh,392143.0,,
2021-01-31,Arunachal Pradesh,392211.0,,
2021-02-01,Arunachal Pradesh,392762.0,363583,
2021-02-02,Arunachal Pradesh,393314.0,364134,
2021-02-03,Arunachal Pradesh,393880.0,364700,
2021-02-04,Arunachal Pradesh,394542.0,365362,
2021-02-05,Arunachal Pradesh,395200.0,366020,
2021-02-06,Arunachal Pradesh,395795.0,366614,
2021-02-07,Arunachal Pradesh,395994.0,366813,
2021-02-08,Arunachal Pradesh,397038.0,367856,
2021-02-09,Arunachal Pradesh,397631.0,368449,
2021-02-10,Arunachal Pradesh,398385.0,369203,
2021-02-11,Arunachal Pradesh,398970.0,369787,
2021-02-12,Arunachal Pradesh,399702.0,370519,
2021-02-13,Arunachal Pradesh,400178.0,370995,
2021-02-14,Arunachal Pradesh,400354.0,371171,
2021-02-15,Arunachal Pradesh,400852.0,371668,
2021-02-16,Arunachal Pradesh,401518.0,372334,
2021-02-17,Arunachal Pradesh,402086.0,372902,
2021-02-18,Arunachal Pradesh,402617.0,373430,
2021-02-19,Arunachal Pradesh,403063.0,373876,
2021-02-20,Arunachal Pradesh,403289.0,374102,
2021-02-21,Arunachal Pradesh,403485.0,374298,
2021-02-22,Arunachal Pradesh,403950.0,374763,
2021-02-23,Arunachal Pradesh,404280.0,375093,
2021-02-24,Arunachal Pradesh,404737.0,375550,
2021-02-25,Arunachal Pradesh,404999.0,375812,
2021-02-26,Arunachal Pradesh,405335.0,376071,
2021-02-27,Arunachal Pradesh,405647.0,376383,
2021-02-28,Arunachal Pradesh,405804.0,376540,
2021-03-01,Arunachal Pradesh,406182.0,376917,
2021-03-02,Arunachal Pradesh,406705.0,377439,
2021-03-03,Arunachal Pradesh,407051.0,377785,
2021-03-04,Arunachal Pradesh,407377.0,378111,
2021-03-05,Arunachal Pradesh,407682.0,378415,
2021-03-06,Arunachal Pradesh,408024.0,378756,
2021-03-07,Arunachal Pradesh,408171.0,378903,
2021-03-08,Arunachal Pradesh,408452.0,379184,
2021-03-09,Arunachal Pradesh,408728.0,379460,
2021-03-10,Arunachal Pradesh,409168.0,379899,
2021-03-11,Arunachal Pradesh,409502.0,380233,
2021-03-12,Arunachal Pradesh,409789.0,380520,
2021-03-13,Arunachal Pradesh,409993.0,380724,
2021-03-14,Arunachal Pradesh,410101.0,380832,
2021-03-15,Arunachal Pradesh,410355.0,381086,
2021-03-16,Arunachal Pradesh,410571.0,381301,
2021-03-17,Arunachal Pradesh,410875.0,381605,
2021-03-18,Arunachal Pradesh,411170.0,381906,
2021-03-19,Arunachal Pradesh,411459.0,382188,
2021-03-20,Arunachal Pradesh,411693.0,382422,
2021-03-21,Arunachal Pradesh,411821.0,382550,
2021-03-22,Arunachal Pradesh,411947.0,382676,
2021-03-23,Arunachal Pradesh,412230.0,382959,
2021-03-24,Arunachal Pradesh,412521.0,383250,
2021-03-25,Arunachal Pradesh,412761.0,383490,
2021-03-26,Arunachal Pradesh,413053.0,383781,
2021-03-27,Arunachal Pradesh,413321.0,384046,
2021-03-28,Arunachal Pradesh,413432.0,384157,
2021-03-29,Arunachal Pradesh,413554.0,384279,
2021-03-30,Arunachal Pradesh,413804.0,384529,
2021-03-31,Arunachal Pradesh,413963.0,384688,
2021-04-01,Arunachal Pradesh,414169.0,384894,
2021-04-02,Arunachal Pradesh,414273.0,384997,
2021-04-03,Arunachal Pradesh,414467.0,385188,
2021-04-04,Arunachal Pradesh,414602.0,385323,
2021-04-05,Arunachal Pradesh,414958.0,385677,
2021-04-06,Arunachal Pradesh,415217.0,385934,
2021-04-07,Arunachal Pradesh,415547.0,386256,
2021-04-08,Arunachal Pradesh,416046.0,386738,
2021-04-09,Arunachal Pradesh,416577.0,387272,
2021-04-10,Arunachal Pradesh,416897.0,387589,
2021-04-11,Arunachal Pradesh,417041.0,387729,
2021-04-12,Arunachal Pradesh,417356.0,388038,
2021-04-13,Arunachal Pradesh,417994.0,388661,
2021-04-14,Arunachal Pradesh,418290.0,388947,
2021-04-15,Arunachal Pradesh,418501.0,389150,
2021-04-16,Arunachal Pradesh,419072.0,389693,
2021-04-17,Arunachal Pradesh,419731.0,390330,
2021-04-18,Arunachal Pradesh,419969.0,390548,
2021-04-19,Arunachal Pradesh,421131.0,391644,
2021-04-20,Arunachal Pradesh,423123.0,393575,
2021-04-21,Arunachal Pradesh,425461.0,395839,
2021-04-22,Arunachal Pradesh,428202.0,398469,
2021-04-23,Arunachal Pradesh,431231.0,401354,
2021-04-24,Arunachal Pradesh,434293.0,404295,
2021-04-25,Arunachal Pradesh,436658.0,406585,
2021-04-26,Arunachal Pradesh,440234.0,409987,
2021-04-27,Arunachal Pradesh,443327.0,412948,
2021-04-28,Arunachal Pradesh,447019.0,416471,
2021-04-29,Arunachal Pradesh,450543.0,419790,
2021-04-30,Arunachal Pradesh,453906.0,422980,
2021-05-01,Arunachal Pradesh,457369.0,426217,
2021-05-02,Arunachal Pradesh,459804.0,428546,
2021-05-03,Arunachal Pradesh,463551.0,432062,
2021-05-04,Arunachal Pradesh,467378.0,435648,
2021-05-05,Arunachal Pradesh,470855.0,438895,
2021-05-06,Arunachal Pradesh,474314.0,442129,
2021-05-07,Arunachal Pradesh,477466.0,445102,
2021-05-08,Arunachal Pradesh,480631.0,448014,
2021-05-09,Arunachal Pradesh,482862.0,450118,
2021-05-10,Arunachal Pradesh,485734.0,452781,
2021-05-11,Arunachal Pradesh,488727.0,455567,
2021-05-12,Arunachal Pradesh,492061.0,458616,
2021-05-13,Arunachal Pradesh,495141.0,461437,
2021-05-14,Arunachal Pradesh,497938.0,463963,
2021-05-15,Arunachal Pradesh,500708.0,466473,
2021-05-16,Arunachal Pradesh,502767.0,468349,
2021-05-17,Arunachal Pradesh,506975.0,472242,
2021-05-18,Arunachal Pradesh,511863.0,476764,
2021-05-19,Arunachal Pradesh,516372.0,480928,
2021-05-20,Arunachal Pradesh,520974.0,485146,
2021-05-21,Arunachal Pradesh,525589.0,489363,
2021-05-22,Arunachal Pradesh,530121.0,493576,
2021-05-23,Arunachal Pradesh,533126.0,496350,
2021-05-24,Arunachal Pradesh,539733.0,502474,
2021-05-25,Arunachal Pradesh,546447.0,508750,
2021-05-26,Arunachal Pradesh,553056.0,514977,
2021-05-27,Arunachal Pradesh,560340.0,521814,
2021-05-28,Arunachal Pradesh,568556.0,529524,
2021-05-29,Arunachal Pradesh,575997.0,536497,
2021-05-30,Arunachal Pradesh,580353.0,540676,
2021-05-31,Arunachal Pradesh,585905.0,545903,
2021-06-01,Arunachal Pradesh,592424.0,552041,
2021-06-02,Arunachal Pradesh,599605.0,558835,
2021-06-03,Arunachal Pradesh,607591.0,566447,
2021-06-04,Arunachal Pradesh,616569.0,575014,
2021-06-05,Arunachal Pradesh,624422.0,582526,
2021-06-06,Arunachal Pradesh,630180.0,588052,
2021-06-07,Arunachal Pradesh,638028.0,595531,
2021-06-08,Arunachal Pradesh,645249.0,602439,
2021-06-09,Arunachal Pradesh,651115.0,608039,
2021-06-10,Arunachal Pradesh,657846.0,614508,
2021-06-11,Arunachal Pradesh,663519.0,619816,
2021-06-12,Arunachal Pradesh,669428.0,625410,
2021-06-13,Arunachal Pradesh,673167.0,628995,
2021-06-14,Arunachal Pradesh,679537.0,634983,
2021-06-15,Arunachal Pradesh,683592.0,638721,
2021-06-16,Arunachal Pradesh,694292.0,649148,
2021-06-17,Arunachal Pradesh,700761.0,655308,
2021-06-18,Arunachal Pradesh,706494.0,660824,
2021-06-19,Arunachal Pradesh,711716.0,665804,
2021-06-20,Arunachal Pradesh,715752.0,669675,
2021-06-21,Arunachal Pradesh,721157.0,674771,
2021-06-22,Arunachal Pradesh,726805.0,680115,
2021-06-23,Arunachal Pradesh,732078.0,685114,
2021-06-24,Arunachal Pradesh,737403.0,690129,
2021-06-25,Arunachal Pradesh,742574.0,695016,
2021-06-26,Arunachal Pradesh,747206.0,699340,
2021-06-27,Arunachal Pradesh,750910.0,702865,
2021-06-28,Arunachal Pradesh,756207.0,707859,
2021-06-29,Arunachal Pradesh,761108.0,712411,
2021-06-30,Arunachal Pradesh,765890.0,716897,
2021-07-01,Arunachal Pradesh,771020.0,,
2021-07-02,Arunachal Pradesh,776970.0,,
2021-07-03,Arunachal Pradesh,780582.0,,
2021-07-04,Arunachal Pradesh,784187.0,,
2021-07-05,Arunachal Pradesh,790027.0,,
2021-07-06,Arunachal Pradesh,795331.0,,
2021-07-07,Arunachal Pradesh,800789.0,,
2021-07-08,Arunachal Pradesh,806388.0,,
2021-07-09,Arunachal Pradesh,812321.0,,
2021-07-10,Arunachal Pradesh,818139.0,,
2021-07-11,Arunachal Pradesh,822183.0,,
2021-07-12,Arunachal Pradesh,828323.0,,
2021-07-13,Arunachal Pradesh,833600.0,,
2021-07-14,Arunachal Pradesh,838608.0,,
2021-07-15,Arunachal Pradesh,843999.0,,
2021-07-16,Arunachal Pradesh,849465.0,,
2021-07-17,Arunachal Pradesh,854819.0,,
2021-07-18,Arunachal Pradesh,858884.0,,
2021-07-19,Arunachal Pradesh,865454.0,,
2021-07-20,Arunachal Pradesh,871328.0,,
2021-07-21,Arunachal Pradesh,877444.0,,
2021-07-22,Arunachal Pradesh,884284.0,,
2021-07-23,Arunachal Pradesh,891205.0,,
2021-07-24,Arunachal Pradesh,898083.0,,
2021-07-25,Arunachal Pradesh,901814.0,,
2021-07-26,Arunachal Pradesh,908388.0,,
2021-07-27,Arunachal Pradesh,914835.0,,
2021-07-28,Arunachal Pradesh,921482.0,,
2021-07-29,Arunachal Pradesh,927516.0,,
2021-07-30,Arunachal Pradesh,933698.0,,
2021-07-31,Arunachal Pradesh,938932.0,,
2021-08-01,Arunachal Pradesh,942207.0,,
2021-08-02,Arunachal Pradesh,947244.0,,
2021-08-03,Arunachal Pradesh,952988.0,,
2021-08-04,Arunachal Pradesh,958369.0,,
2021-08-05,Arunachal Pradesh,963339.0,,
2021-08-06,Arunachal Pradesh,968186.0,,
2021-08-07,Arunachal Pradesh,972655.0,,
2021-08-08,Arunachal Pradesh,975916.0,,
2021-08-09,Arunachal Pradesh,981399.0,,
2021-08-10,Arunachal Pradesh,986281.0,,
